,0,1
24,download_data_path/process_wavs/205.wav,and it's still unclear how much those antibodies might protect you from the virus in the future
25,download_data_path/process_wavs/40.wav,do you think that we're going to see any long-term shifts away from cities during this time or even in the aftermath
26,download_data_path/process_wavs/229.wav,meanwhile countries around the world are trying different approaches to keep the pandemic at Bay
27,download_data_path/process_wavs/35.wav,Eric Schmidt used to be the CEO of Google
28,download_data_path/process_wavs/114.wav,restaurants are going to have to tailor safety measures to suit their capabilities and it is possible not everyone can physically accommodate these recommendations
29,download_data_path/process_wavs/233.wav,still there was a reported up dick and calls and places like Maryland in Illinois about people ingesting disinfectants to try and kill the virus
30,download_data_path/process_wavs/23.wav,so what does this mean for all of us
31,download_data_path/process_wavs/225.wav,even though she says the survival of the restaurant is in her biggest concern
32,download_data_path/process_wavs/156.wav,and they mean the diagnostic or PCR test in this case
33,download_data_path/process_wavs/187.wav,privacy rights experts say that we should be wary of companies promising Grand Tech Solutions
34,download_data_path/process_wavs/56.wav,antigen test would be the easiest to mass-produce for home use
35,download_data_path/process_wavs/107.wav,dear teachers World History 2 seniors and AP Human Geography for freshman
36,download_data_path/process_wavs/86.wav,a Chris dear the Louisiana teacher whose own senior year was interrupted by Hurricane Katrina said this pandemic once again highlights the need for more investment in education
37,download_data_path/process_wavs/230.wav,and sometimes those people need to be quarantined as well
38,download_data_path/process_wavs/240.wav,White House coronavirus Task Force member dr. Deborah Burke said this last month on NBC's Meet the Press
39,download_data_path/process_wavs/52.wav,that's similar to the effect of the drug Tamiflu has on the flu
40,download_data_path/process_wavs/173.wav,a hoax started in the fringes of the internet suggested that 5G that's the ultra-fast wireless technology is responsible for the spread of the Coronavirus
41,download_data_path/process_wavs/160.wav,that's Jennifer granek an attorney from the American civil liberties Union
42,download_data_path/process_wavs/74.wav,on his Twitter feed Chang is also been asking people to send him photos of reopened restaurants in cities like Taipei and Hong Kong
43,download_data_path/process_wavs/228.wav,so if you've been around on this planet for a while you probably have some immunity to it even if the flu virus changes a bit season-to-season
44,download_data_path/process_wavs/101.wav,again if these nasal swabs that have been in such short supply in so many places around the country
45,download_data_path/process_wavs/192.wav,in April there were reports of people actually tried to burn down cell phone towers in the UK
46,download_data_path/process_wavs/266.wav,later that day she got a call from her doctor to discuss the results
47,download_data_path/process_wavs/48.wav,are we moving toward a big brother surveillance state
48,download_data_path/process_wavs/159.wav,who also have severe disease which includes low blood oxygen levels
49,download_data_path/process_wavs/210.wav,it's on April 15th she drove to the hospital and had an ultrasound of her kidney
50,download_data_path/process_wavs/149.wav,Esperanza Community School in Phoenix Arizona has also handed out Chromebooks and Wi-Fi hotspots to some of its students
51,download_data_path/process_wavs/22.wav,recently there was an outbreak at a nightclub District in Seoul
52,download_data_path/process_wavs/125.wav,and those things have been in short supply
53,download_data_path/process_wavs/238.wav,now he's leading up a 15-member commission to help guide New York towards using new technology in the wake of covid-19
54,download_data_path/process_wavs/161.wav,you know what strikes me you know from a public health perspective there's no doubt that there was little information in the beginning about this virus and some of the information that we know has changed
55,download_data_path/process_wavs/9.wav,deer has students who are also dreamers undocumented immigrants who arrived in the United States as children and he has students that are working essential jobs while they also balance online classes
56,download_data_path/process_wavs/209.wav,then they began to recognize the symptoms
57,download_data_path/process_wavs/51.wav,Health officials advise staying at least six feet away from others because the virus has a respiratory disease
58,download_data_path/process_wavs/97.wav,I've been hearing all sorts of questions like these so I wanted to speak with Jennifer Nazo
59,download_data_path/process_wavs/184.wav,we were still talking at that point about whether people should postpone their spring break travel plans
60,download_data_path/process_wavs/39.wav,and that might mean high tech Solutions
61,download_data_path/process_wavs/41.wav,there are these long demanding shifts the risk of exposure to the virus and the number of patients that are dying which is unlike anything we have ever dealt with before
62,download_data_path/process_wavs/0.wav,last week dr. Breen a New York City emergency room doctor died by Suicide
63,download_data_path/process_wavs/123.wav,keep in mind a lot of people never show symptoms but can still spread the virus
64,download_data_path/process_wavs/237.wav,and that's just the creative problem-solving why song has been apart of outside the classroom
65,download_data_path/process_wavs/216.wav,still some celebrities share these claims to their millions of followers on social media
66,download_data_path/process_wavs/190.wav,after students have been set up with food and Wi-Fi is when her real job and the real connection begins
67,download_data_path/process_wavs/136.wav,it looks like pets especially cats and dogs Ken contract covid-19
68,download_data_path/process_wavs/259.wav,now they're also plenty of antibody test floating around that have not been reviewed or validated by the FDA
69,download_data_path/process_wavs/141.wav,when you're testing for the virus the biggest problem would be having a false negative
70,download_data_path/process_wavs/203.wav,I've been reporting on it since 2014 when it was tested as an experimental treatment for Ebola
71,download_data_path/process_wavs/109.wav,Thailand is considering special tourism Resorts that also double as quarantine zones
72,download_data_path/process_wavs/137.wav,regardless of what you might think about Wireless technology there is no connection between that sort of technology and a highly transmissible virus
73,download_data_path/process_wavs/18.wav,ultimately we need to really think carefully about the risks and benefits of using the sort of technology in our battle
74,download_data_path/process_wavs/99.wav,that's Chris Deere 2020 Louisiana teacher of the year and a finalist for the 2020 national teacher of the year
75,download_data_path/process_wavs/165.wav,the PCR test requires certain transport mediums reagents and yes nasal swabs
76,download_data_path/process_wavs/147.wav,to start off my ask for read what his biggest fear was for the future
77,download_data_path/process_wavs/218.wav,because of the coronavirus pandemic Diaz experience has become a common one
78,download_data_path/process_wavs/227.wav,it's a process that minimizes exposure to the virus and could also save people some travel and wait time
79,download_data_path/process_wavs/102.wav,aside from requiring face masks with You're simply going to see more of some airlines are also reducing food and beverage services in flight
80,download_data_path/process_wavs/255.wav,in the short-term Lee is preoccupied with just keeping meimei afloat
81,download_data_path/process_wavs/53.wav,for example Irene Lee doesn't see her Boston restaurant may may hosting sit-in diners anytime soon
82,download_data_path/process_wavs/20.wav,any New York City Mayor Bill de Blasio says the city will produce its own covid-19 test kits in partnership with a 3D printing company
83,download_data_path/process_wavs/131.wav,she actually contracted covid-19 herself after recovering she went back to work
84,download_data_path/process_wavs/251.wav,truth is we already have some of it in place now
85,download_data_path/process_wavs/29.wav,but we have to remember that some people have a lot more at risk and they should also be protected
86,download_data_path/process_wavs/167.wav,Frontier Airlines is the first US carrier to announce plans to implement temperature checks
87,download_data_path/process_wavs/162.wav,in Denmark cafeterias are disappearing and students now eat in their classrooms to avoid large gatherings
88,download_data_path/process_wavs/260.wav,what is the right sort of path of leadership when you're dealing with little information or evolving information
89,download_data_path/process_wavs/126.wav,according to the CDC most Municipal Drinking Water Systems should remove or inactivate the virus
90,download_data_path/process_wavs/157.wav,and then they dispatched volunteers to provide psychological support to anyone who wants it over the phone
91,download_data_path/process_wavs/12.wav,the hope is that will soon have something that works kind of like an at home pregnancy test
92,download_data_path/process_wavs/214.wav,again the test for the virus is the PCR or diagnostic test the test for the antibody is called a serology test
93,download_data_path/process_wavs/93.wav,and with high false negative people feel that they don't have the virus and they go back out in the community and potentially continue the spread
94,download_data_path/process_wavs/244.wav,and what's going to happen in the future is still unclear
95,download_data_path/process_wavs/243.wav,that was dr. Dan Erickson he and another doctor came under Fire for downplaying covid-19
96,download_data_path/process_wavs/45.wav,and the reason that were talking about it is because it still seems to be a source of confusion for some people
97,download_data_path/process_wavs/171.wav,New York is in the u.s. is pandemic epicenter with more than 321000 people infected and 25000 deaths
98,download_data_path/process_wavs/267.wav,and now the antigen test look for a protein on the surface of the virus
99,download_data_path/process_wavs/63.wav,because she was nervous about covid-19 Dia initially wasn't sure if she should go in for her appointment
100,download_data_path/process_wavs/55.wav,as for swimming pools there's no evidence that the virus can be spread through the water in pools hot tubs or water play areas
101,download_data_path/process_wavs/150.wav,Rose says it is already started shipping its new test two leading labs around the world
102,download_data_path/process_wavs/115.wav,Hannah y son teaches science and English at Esperanza mostly to low-income students she has helped distribute food boxes and gift cards to grocery stores
103,download_data_path/process_wavs/191.wav,take it all off I couldn't think of anyone else better to talk to than my friend and colleague Fareed Zakaria
104,download_data_path/process_wavs/186.wav,to learn more about it I spoke to my colleague dr. Gregory esper a neurologist and also director of telemedicine at Emory University
105,download_data_path/process_wavs/58.wav,but in the long run they're still not so sure
106,download_data_path/process_wavs/148.wav,others have said they are limiting seat selection options to allow more distance between passenger
107,download_data_path/process_wavs/172.wav,even a very small amount can get you very sick and possibly even kill you
108,download_data_path/process_wavs/154.wav,"in any given year 30 million people to 40 million people may become infected and that means 30,000 to 40000 people will die"
109,download_data_path/process_wavs/100.wav,the antigen test in this case would just be used to screen
110,download_data_path/process_wavs/185.wav,Apple and Google are collaborating to develop software that would enable Bluetooth based tracking on their devices
111,download_data_path/process_wavs/166.wav,that CNN International correspondent David Culver he's been reporting from Shanghai in Wuhan throughout this pandemic
112,download_data_path/process_wavs/65.wav,well first of all last week the Food and Drug Administration issued an emergency use authorization for Rim Desert View
113,download_data_path/process_wavs/10.wav,retete strip will change color to tell if you might have the virus
114,download_data_path/process_wavs/104.wav,the restaurant is delivering groceries to healthcare workers and selling Pantry Staples to the community like milk and eggs
115,download_data_path/process_wavs/178.wav,like dr. McDonald said doctors are facing so many challenges right now
116,download_data_path/process_wavs/242.wav,for now this is a medication that has to be administered in the hospital through an IV by a healthcare provider
117,download_data_path/process_wavs/176.wav,some of them are using more extensive surveillance than others
118,download_data_path/process_wavs/8.wav,I mean right now we hear about States reopening obviously all over the country
119,download_data_path/process_wavs/174.wav,these practices are part of what's known as telemedicine
120,download_data_path/process_wavs/1.wav,if users opt-in this data would be shared with governments and public health authorities
121,download_data_path/process_wavs/84.wav,and customers even receiving full body disinfectant sprays don't worry with their clothes on
122,download_data_path/process_wavs/69.wav,some lions and tigers at the Bronx Zoo also tested positive for the virus the Zeus has a staff member likely infected the cats
123,download_data_path/process_wavs/108.wav,I didn't know what that was he said it's sort of like Anthropologie he was inspired to teach partly because of a formative personal experience
124,download_data_path/process_wavs/94.wav,those problems are being addressed now but there are still supply chain shortages
125,download_data_path/process_wavs/263.wav,let me tell you what this FDA emergency use authorization really means
126,download_data_path/process_wavs/142.wav,I've always valued his perspective as a political scientist and generally very smart guy
127,download_data_path/process_wavs/11.wav,you really want to get that false positive rate under 2% as low as possible really
128,download_data_path/process_wavs/220.wav,and these teachers have come up with all kinds of new ways to do that as well
129,download_data_path/process_wavs/270.wav,the CDC recommends treating your pets as you would other Human family members that means you don't let them interact with others outside the home
130,download_data_path/process_wavs/250.wav,a company called Roche announced that it received emergency use authorization eua for an antibody test it claims is more accurate than most
131,download_data_path/process_wavs/17.wav,outside the United States different countries have also been trying different things
132,download_data_path/process_wavs/121.wav,last month they told NBC news that they're already in talks with several state and federal agencies to help with contact racing
133,download_data_path/process_wavs/140.wav,and there was also the release of a flawed test which really put us far behind
134,download_data_path/process_wavs/128.wav,New Zealand and Australia have committed to creating a travel bubble that allows visits between the two countries without quarantine once it's safe to do so
135,download_data_path/process_wavs/112.wav,Randazzo beers not a cure but it's a start and it could be a very important start
136,download_data_path/process_wavs/25.wav,and a low sensitivity means a high false negative
137,download_data_path/process_wavs/88.wav,that's Larry Lynch senior vice president of Science and Industry at the National Restaurant Association
138,download_data_path/process_wavs/133.wav,are we facing do you think a global depression
139,download_data_path/process_wavs/269.wav,Lee and her employees are already starting to answer those questions
140,download_data_path/process_wavs/226.wav,closing is restaurants in March was extremely difficult
141,download_data_path/process_wavs/66.wav,aside from the changes we can see happening now there will likely be more in the future
142,download_data_path/process_wavs/113.wav,in the absence of a so-called restaurant Playbook the National Restaurant Association which is a lobbying group is doing what it can to try and offer some guidelines for reopening
143,download_data_path/process_wavs/68.wav,so she called the hospital and spoke to a nurse about what they were doing to keep patients safe
144,download_data_path/process_wavs/271.wav,and because they're such a small amount of that genetic material it is then Amplified that's the polymerization chain reaction
145,download_data_path/process_wavs/193.wav,that person needs to be isolated and then everyone who has had close contact with that person needs to be traced
146,download_data_path/process_wavs/247.wav,but that's not all the school is providing I think a lot of us forget how integral schools are to our communities even if you're not a student there
147,download_data_path/process_wavs/158.wav,Chris Wyckoff who teaches American history to 11th graders in North Carolina has taken advantage of our Reliance on the internet to send his students some encouragement
148,download_data_path/process_wavs/188.wav,that's going to start in June
149,download_data_path/process_wavs/207.wav,this is an experimental drug and antiviral
150,download_data_path/process_wavs/153.wav,but as this pandemic drags on wysong and her colleagues are looking ahead to long-term challenges Families my face
151,download_data_path/process_wavs/201.wav,again like I said we don't yet have a reliable antigen test for covid-19
152,download_data_path/process_wavs/3.wav,government officials are now calling upon silicon Valley's Tech leaders to try and help
153,download_data_path/process_wavs/81.wav,China has begun allowing domestic travel although its borders are still shut the most foreigners
154,download_data_path/process_wavs/92.wav,he's the director of the Emory Travel well Center
155,download_data_path/process_wavs/181.wav,in one study of 12 antibody test for were shown to deliver false positive results more than 10% of the time
156,download_data_path/process_wavs/208.wav,it is true that there are similarities but dr. Anthony falchi for example has warned that coronavirus could be ten times more lethal than the flu
157,download_data_path/process_wavs/59.wav,in Taiwan for example there are now plastic partitions around the desks at elementary school students during lunch
158,download_data_path/process_wavs/57.wav,but just last week the mayor of Los Angeles announced free diagnostic testing
159,download_data_path/process_wavs/236.wav,during normal times for work is incredibly physical and requires personalized interactions with each student
160,download_data_path/process_wavs/91.wav,could what's happening in South Korea also happen in the United States
161,download_data_path/process_wavs/111.wav,the covid-19 pandemic is changing our lives in so many ways
162,download_data_path/process_wavs/219.wav,it involves a saliva test in some cases or more commonly a nasal swab
163,download_data_path/process_wavs/152.wav,my colleague has been covering the impact of the coronavirus pandemic on the United States educational system
164,download_data_path/process_wavs/135.wav,but during this strange difficult national teacher appreciation week it's nice for them to hear that their efforts haven't gone unnoticed
165,download_data_path/process_wavs/224.wav,adult doctor Crystal and dr. McDonald bring up a more deeply rooted issue about the culture of Medicine
166,download_data_path/process_wavs/49.wav,here again is Paula hancocks CNN's International correspondent in South Korea
167,download_data_path/process_wavs/6.wav,it's been a big problem
168,download_data_path/process_wavs/60.wav,there is so much about this virus that is new and unfamiliar making everyday life more challenging
169,download_data_path/process_wavs/33.wav,will we be scan for fevers every time we step into an office or a restaurant
170,download_data_path/process_wavs/28.wav,Andrea the future of travel is touchless and paperless
171,download_data_path/process_wavs/82.wav,chain called restaurants cultural Banks and worries about the erosions this pandemic has had on all aspects of the dining experience
172,download_data_path/process_wavs/19.wav,proper maintenance along with the use of disinfection agents should inactivate the virus in the water
173,download_data_path/process_wavs/95.wav,now it's the United States turn to determine what must be done to open school safely
174,download_data_path/process_wavs/78.wav,Lysol manufacturer issued a statement clarifying that its products should never be administered into the human body
175,download_data_path/process_wavs/134.wav,what do you think needs to happen to convince people to travel again
176,download_data_path/process_wavs/44.wav,her work focuses on surveillance and cybersecurity
177,download_data_path/process_wavs/4.wav,the teachers we spoke to said they've mostly work out the Kinks of remote learning and they feel optimistic about finishing the year apart from their students
178,download_data_path/process_wavs/138.wav,so with the diagnostic virus test you really have to reduce false negatives
179,download_data_path/process_wavs/217.wav,then someone might feel that they have the antibodies that's feel that they are protected go out into the community to a hospital to a nursing home and spread the virus
180,download_data_path/process_wavs/248.wav,Tamiflu also doesn't care patients but it can reduce how long they are sick and how severe that sickness is
181,download_data_path/process_wavs/96.wav,reopening others may be even harder
182,download_data_path/process_wavs/143.wav,it's fascinating to look at them
183,download_data_path/process_wavs/38.wav,by the way the doctors video which has been shared on YouTube has since been taken down for violating the platform's policy on this information
184,download_data_path/process_wavs/257.wav,the FDA is allowing the use of this drug remedez of year for adults and children suspected or confirmed to have covid-19
185,download_data_path/process_wavs/64.wav,there are real consequences to losing our privacy so where do we draw the line
186,download_data_path/process_wavs/13.wav,he's also the host of the Netflix show Ugly delicious
187,download_data_path/process_wavs/183.wav,here's one thing to keep in mind flu can be very deadly about .1% of people who become infected with the flu will die from it
188,download_data_path/process_wavs/110.wav,some of us may feel like we have nothing to hide and so nothing to fear
189,download_data_path/process_wavs/79.wav,now we don't know what these standards are yet and we don't know how permanent they could be
190,download_data_path/process_wavs/169.wav,I like everyone else Abrams has come up with ways to make it work
191,download_data_path/process_wavs/2.wav,his show GPS is a forum for discussion on global Affairs featuring conversations with political and Business Leaders from around the world
192,download_data_path/process_wavs/24.wav,we are learning they can get from humans and in rare situations pass it on to other pets
193,download_data_path/process_wavs/200.wav,I asked dr. McDonald about how he's coping with his everyday reality as well as the loss of a colleague
194,download_data_path/process_wavs/73.wav,then there are the antibody tests those are the ones that can determine whether or not someone has had covid-19 in the past and might have some immunity to it now
195,download_data_path/process_wavs/75.wav,this is dangerous it won't work and it could get you really sick so let me repeat it once more don't drink any cleaning products
196,download_data_path/process_wavs/231.wav,I wanted to know what role technology might play in our fight against this pandemic
197,download_data_path/process_wavs/103.wav,in other words you probably won't get the coronavirus in the water but you could get it from someone close to you in the water
198,download_data_path/process_wavs/16.wav,"the number of Medicare beneficiaries who receive telemedicine visits Rose from 10,000 a week to 300,000 a week in the last week of March according to the Wall Street Journal"
199,download_data_path/process_wavs/21.wav,officials were concerned that this was motivated by these conspiracy theories
200,download_data_path/process_wavs/127.wav,he's been on the Frontline for weeks taking care of patient after patient after patient
201,download_data_path/process_wavs/34.wav,I recently spoke with dr. Steven McDonald he's an ER doctor at the same hospital is dr. Breen
202,download_data_path/process_wavs/62.wav,our boarding passes are already on our phones and we already check in online
203,download_data_path/process_wavs/30.wav,fortunately deal was scheduled for a routine ultrasound on April 15th
204,download_data_path/process_wavs/235.wav,she's an epidemiologist at the Johns Hopkins Center for Health security
205,download_data_path/process_wavs/168.wav,Lynch said it's already begun
206,download_data_path/process_wavs/155.wav,the most common and most accurate test we have is called a PCR test a polymerase Chain Reaction test
207,download_data_path/process_wavs/76.wav,At first she didn't know what it was
208,download_data_path/process_wavs/206.wav,now the vaccine may not protect you entirely but it could shorten the duration if you get it
209,download_data_path/process_wavs/223.wav,I talked with him about how and when students from pre-k to college Michael back to classrooms
210,download_data_path/process_wavs/249.wav,this won't surprise you
211,download_data_path/process_wavs/213.wav,it's actually borrowed one method of calming her students down from a children's yoga certification course
212,download_data_path/process_wavs/195.wav,the benefit on average was about 31%
213,download_data_path/process_wavs/262.wav,this is one of them
214,download_data_path/process_wavs/27.wav,Dr Kristal and his team also established a buddy system pairing healthcare workers with their peers
215,download_data_path/process_wavs/258.wav,if an antigen test is approved and mass-produced it may serve as a valuable screening tool
216,download_data_path/process_wavs/145.wav,what is probably not going to replace the PCR saliva or swab test when it comes to diagnosing covid-19
217,download_data_path/process_wavs/15.wav,but we who was a finalist for this year's James Beard Rising Star Chef award has still managed to find a silver lining
218,download_data_path/process_wavs/98.wav,does that sort of translate ultimately into distrust
219,download_data_path/process_wavs/105.wav,you don't need to worry about getting covid-19 in your tap water
220,download_data_path/process_wavs/46.wav,and she's hoping the industry as a whole does the same especially in the areas where it was struggling
221,download_data_path/process_wavs/164.wav,I want you to listen to how dr. foutch she responded when asked about this in a Snapchat interview
222,download_data_path/process_wavs/268.wav,christening this is another Chris said there were hiccups using videoconferencing at first
223,download_data_path/process_wavs/83.wav,now there's another kind of test that could be useful here it's called an antigen test
224,download_data_path/process_wavs/254.wav,these days she struggles to get her students to sit still in front of the camera
225,download_data_path/process_wavs/163.wav,attacked the American College of Emergency Physicians called the claims Reckless untested and inconsistent with any current science or epidemiology regarding covid-19
226,download_data_path/process_wavs/273.wav,but recently a government-funded study found that hospitalized patients who took remedez of your intravenously recovered about 4 days faster than patients who didn't
227,download_data_path/process_wavs/129.wav,learning online might seem easy enough if you're a student with a computer where the internet but they are also has students who didn't have the luxury of these tools
228,download_data_path/process_wavs/72.wav,a reliable antigen test for the coronavirus isn't yet available in the United States
229,download_data_path/process_wavs/117.wav,Lori Abrams finds is challenging to
230,download_data_path/process_wavs/170.wav,will those under quarantine have to wear wristbands
231,download_data_path/process_wavs/146.wav,here's the problem antibody test have not been consistently accurate there are a lot of bad tests out there
232,download_data_path/process_wavs/54.wav,she has a history of kidney stones and realized that that would explain the pain
233,download_data_path/process_wavs/239.wav,restaurants are already testing out new methods
234,download_data_path/process_wavs/194.wav,deette was in and out of the hospital in less than an hour
235,download_data_path/process_wavs/47.wav,but he thinks he knows what it's going to take to find them
236,download_data_path/process_wavs/275.wav,another country the note South Korea which has been applauded for how well it handled the pandemic thanks to its thorough testing and contact tracing process
237,download_data_path/process_wavs/272.wav,I keep in mind emergency use authorization doesn't mean that this is an FDA-approved drug
238,download_data_path/process_wavs/196.wav,so how available are PCR and antibody tests to the general public is probably the question I get more than any other
239,download_data_path/process_wavs/256.wav,let me be clear about this under no circumstances should you ingest or inject any cleaning products
240,download_data_path/process_wavs/36.wav,but that doesn't mean pools may not be shut down in certain areas this summer
241,download_data_path/process_wavs/261.wav,so I decided to call him again to talk about all the changes in travel that have happened just over the last couple months and all the changes he thinks will still happen in the future
242,download_data_path/process_wavs/189.wav,Lee is taking this time to rethink how a restaurant should operate
243,download_data_path/process_wavs/124.wav,Wyckoff has been proud of how well his dude and set the Johnston County Career and Technical Leadership Academy have taken the online classes
244,download_data_path/process_wavs/14.wav,that could help stop infected people from spreading the virus before they even show symptoms
245,download_data_path/process_wavs/265.wav,if you're testing for antibodies and you get a false positive people may incorrectly assumed they now have the antibodies and are protected and then go out in the public and keep spreading
246,download_data_path/process_wavs/90.wav,we decided to ask Erica Richter from the American Society of travel advisors
247,download_data_path/process_wavs/31.wav,with the antibody test what you really hoping to avoid is a false positive
248,download_data_path/process_wavs/246.wav,I hear some big differences first of all the flu has been around for a while
249,download_data_path/process_wavs/42.wav,but again the initial rollout of those tests was fraught with problems and that caused major delays in the country's early response to the pandemic
250,download_data_path/process_wavs/50.wav,what do you think has been the most surprising change to travel since we last spoke
251,download_data_path/process_wavs/130.wav,the ACLU recently put out guidelines about how we can safely and effectively use technology in contact racing while also minimizing our privacy risks
252,download_data_path/process_wavs/252.wav,I've heard that from my colleagues everyday they wander are they safe
253,download_data_path/process_wavs/234.wav,for some experts that means we're going to have to rely on technology for touchless travel
254,download_data_path/process_wavs/67.wav,it didn't work back then
255,download_data_path/process_wavs/264.wav,why because you would think that you don't have the virus and then you might go back out into the community into a nursing home into a hospital and potentially infect people
256,download_data_path/process_wavs/199.wav,it's thoughtful its innovative is what's necessary
257,download_data_path/process_wavs/144.wav,the cat is out of the bag so to speak on this one
258,download_data_path/process_wavs/70.wav,you may have already had one of these if you ever had a test for strep throat or the flu
259,download_data_path/process_wavs/77.wav,every day this week I'm going to be talking to experts from all different fields about what we can expect in the months and years to come the future of travel education surveillance and more
260,download_data_path/process_wavs/85.wav,Plaza Monday Johns Hopkins University's covet tracking project was reporting over 7 million people in the United States have been tested
261,download_data_path/process_wavs/241.wav,hospitals have quickly taken their services online
262,download_data_path/process_wavs/119.wav,but as you might imagine this system has raised some concerns about privacy rights
263,download_data_path/process_wavs/222.wav,are there advantages that this type of learning offers over bricks and mortar
264,download_data_path/process_wavs/106.wav,if we're looking at that sort of timeline which people have suggested as possible given the vaccine production that is necessary and all that
265,download_data_path/process_wavs/26.wav,he had to furlough around 800 workers in this week decided to close two of his restaurants
266,download_data_path/process_wavs/89.wav,we do use contact racing in this country for other diseases lot of people are hearing this term for the first time
267,download_data_path/process_wavs/221.wav,and then there is Clearview AI a facial recognition technology company
268,download_data_path/process_wavs/7.wav,the agency said Monday that it was tightening its policy to keep on proving and even fraudulent s from entering the market
269,download_data_path/process_wavs/80.wav,but that's the long-term
270,download_data_path/process_wavs/197.wav,some of the photos show pulley systems delivering coffee temperature checks at the door
271,download_data_path/process_wavs/132.wav,if all goes well results usually come back within a few hours but I can take a few days if you have to send it to a lab somewhere
272,download_data_path/process_wavs/274.wav,and remember this testing does need to go hand-in-hand with contact racing
273,download_data_path/process_wavs/5.wav,since then there have been a lot of unauthorized unvalidated tests which it flooded the market
274,download_data_path/process_wavs/175.wav,at least two cats and a dog have tested positive in the United States
275,download_data_path/process_wavs/122.wav,when we first began this podcast I talked about travel safety all the way back in the 4th episode with dr. Henry Wu
